transaction_date,transaction_id,customer_id,product_name,quantity,revenue,cost,discount_percent,days_to_pay
2025-05-10,TXN-103746,CUST-051,Product E,61,33842.15,24888,5,24
2025-04-21,TXN-103747,CUST-075,Product F,278,75570.32,59214,10,5
2026-01-29,TXN-103748,CUST-021,Product C,260,156714.27,85280,0,13
2025-06-18,TXN-103749,CUST-029,Product F,236,21541.9,16756,5,26
2025-05-28,TXN-103750,CUST-024,Product J,178,100097.54,68530,12,12
2025-03-26,TXN-103751,CUST-029,Product F,280,137053.65,127120,15,6
2025-10-14,TXN-103752,CUST-080,Product A,76,40311.73,26524,0,24
2025-04-03,TXN-103753,CUST-077,Product H,85,11953.64,7650,0,9
2025-05-15,TXN-103754,CUST-023,Product A,159,15986.39,13356,20,8
2026-01-03,TXN-103755,CUST-049,Product K,128,48360.54,43776,15,24
2025-08-03,TXN-103756,CUST-046,Product H,7,2266.74,1694,0,29
2025-02-03,TXN-103757,CUST-065,Product D,67,42296.42,31423,0,6
2025-11-06,TXN-103758,CUST-054,Product I,188,10567.44,8084,0,8
2025-02-19,TXN-103759,CUST-048,Product B,300,78329.2,48600,5,24
2025-08-20,TXN-103760,CUST-008,Product H,254,35062.47,21082,0,55
2025-01-23,TXN-103761,CUST-024,Product C,179,57455.14,46540,0,15
2026-01-21,TXN-103762,CUST-048,Product L,148,73907.79,58904,20,16
2025-11-13,TXN-103763,CUST-030,Product A,235,157752.27,78960,0,5
2025-10-20,TXN-103764,CUST-018,Product M,181,129872.33,74572,5,28
2025-08-28,TXN-103765,CUST-069,Product B,202,104006.46,75346,18,29
2025-03-19,TXN-103766,CUST-032,Product E,174,50724.95,40368,10,19
2025-01-14,TXN-103767,CUST-026,Product M,65,28375.7,23010,12,26
2025-04-17,TXN-103768,CUST-055,Product O,46,22156.36,17618,18,18
2026-03-15,TXN-103769,CUST-054,Product F,34,7830.37,7344,18,7
2025-05-09,TXN-103770,CUST-062,Product A,299,51599.33,36179,12,22
2025-02-26,TXN-103771,CUST-020,Product G,42,33175.56,18816,0,9
2025-09-09,TXN-103772,CUST-057,Product B,63,18829.74,15120,20,5
2026-01-31,TXN-103773,CUST-032,Product K,249,120379.97,90387,12,9
2025-06-04,TXN-103774,CUST-020,Product D,253,31432.6,26059,25,7
2025-05-22,TXN-103775,CUST-048,Product G,269,122203.26,109752,20,18
2025-08-14,TXN-103776,CUST-078,Product O,259,25924.32,21238,0,14
2025-07-17,TXN-103777,CUST-059,Product A,25,2498.46,1350,5,15
2025-09-09,TXN-103778,CUST-032,Product J,280,177025.56,92120,0,27
2025-03-16,TXN-103779,CUST-065,Product D,78,15311.86,13416,25,17
2026-01-25,TXN-103780,CUST-034,Product J,111,18241.96,11544,20,8
2026-05-18,TXN-103781,CUST-053,Product K,288,61842.26,41184,18,15
2025-03-15,TXN-103782,CUST-018,Product O,179,94758.87,89142,20,6
2025-04-07,TXN-103783,CUST-046,Product B,145,88759.47,55245,15,10
2026-03-15,TXN-103784,CUST-048,Product G,154,29728.2,20636,5,7
2025-05-28,TXN-103785,CUST-029,Product H,98,22387.19,17934,12,30
2025-09-12,TXN-103786,CUST-079,Product H,192,92963.78,73728,15,20
2026-02-25,TXN-103787,CUST-055,Product E,275,86609,72875,25,10
2025-06-18,TXN-103788,CUST-003,Product E,300,98283.5,56100,0,44
2026-02-21,TXN-103789,CUST-075,Product K,75,14799.13,15075,15,9
2026-03-05,TXN-103790,CUST-019,Product F,201,122019,62913,0,26
2025-02-25,TXN-103791,CUST-054,Product N,220,97994.05,95040,18,27
2026-05-20,TXN-103792,CUST-079,Product C,123,73092.21,51414,0,19
2025-08-09,TXN-103793,CUST-074,Product E,142,86947.2,68586,0,8
2025-11-05,TXN-103794,CUST-038,Product G,195,10177.98,8190,5,20
2026-04-18,TXN-103795,CUST-073,Product I,8,2347.71,1488,18,19
2025-05-21,TXN-103796,CUST-059,Product F,64,49103.52,30848,0,5
2025-07-28,TXN-103797,CUST-072,Product D,276,30053.74,29808,18,26
2025-05-28,TXN-103798,CUST-008,Product M,129,27201.48,17802,0,53
2025-10-04,TXN-103799,CUST-052,Product F,37,23883.61,15059,18,29
2026-04-01,TXN-103800,CUST-018,Product A,207,41184.91,28980,5,30
2026-06-17,TXN-103801,CUST-020,Product G,107,5599.08,4494,0,5
2025-02-20,TXN-103802,CUST-017,Product O,270,72466.97,51030,10,17
2025-09-17,TXN-103803,CUST-055,Product M,283,51254.14,40752,5,19
2026-01-26,TXN-103804,CUST-078,Product A,265,51614.82,33125,20,17
2026-05-26,TXN-103805,CUST-043,Product L,48,25264.8,19056,0,25
2025-09-17,TXN-103806,CUST-018,Product J,151,85361,74896,25,5
2026-01-15,TXN-103807,CUST-015,Product O,219,65446.56,40077,0,11
2025-05-30,TXN-103808,CUST-028,Product E,194,118065.84,83420,25,16
2025-02-21,TXN-103809,CUST-038,Product N,5,431.73,395,12,17
2025-04-23,TXN-103810,CUST-070,Product H,181,153178.69,80002,0,6
2025-08-10,TXN-103811,CUST-037,Product I,265,150303.53,88775,0,13
2025-03-11,TXN-103812,CUST-045,Product A,149,14611.17,10579,0,17
2026-01-30,TXN-103813,CUST-043,Product O,265,65429,56710,5,11
2026-06-19,TXN-103814,CUST-062,Product K,57,15476.23,10260,5,14
2026-04-15,TXN-103815,CUST-080,Product F,185,65739.65,55130,0,25
2025-01-13,TXN-103816,CUST-037,Product B,211,105865.46,64144,15,19
2025-04-23,TXN-103817,CUST-078,Product H,235,103566.55,75435,0,6
2025-06-08,TXN-103818,CUST-052,Product O,241,205994.75,107004,0,24
2026-06-24,TXN-103819,CUST-014,Product L,291,154311.47,107670,18,18
2025-04-06,TXN-103820,CUST-067,Product B,192,96182.68,58368,15,18
2025-04-26,TXN-103821,CUST-057,Product B,296,129433.21,98272,15,16
2026-06-18,TXN-103822,CUST-006,Product D,106,15794.38,12826,18,58
2025-11-25,TXN-103823,CUST-027,Product N,19,6301.65,3990,20,16
2025-07-14,TXN-103824,CUST-045,Product E,187,83230.59,69003,25,18
2025-12-02,TXN-103825,CUST-031,Product H,81,33292.88,25839,12,12
2026-06-06,TXN-103826,CUST-013,Product C,149,26677.73,18029,0,19
2026-05-09,TXN-103827,CUST-070,Product F,291,19156.43,18042,12,13
2026-03-12,TXN-103828,CUST-001,Product G,285,129755.14,82080,5,59
2025-07-27,TXN-103829,CUST-021,Product A,82,54805.64,36326,5,19
2025-07-03,TXN-103830,CUST-033,Product H,201,82098.66,52260,5,15
2025-03-13,TXN-103831,CUST-022,Product K,194,156931.22,88270,0,15
2025-05-09,TXN-103832,CUST-014,Product N,270,102582.01,61830,15,12
2025-01-05,TXN-103833,CUST-069,Product M,283,145711.73,78957,0,23
2026-04-29,TXN-103834,CUST-072,Product C,9,4826.57,3303,5,27
2025-06-20,TXN-103835,CUST-016,Product H,248,106763.89,69440,0,29
2026-05-29,TXN-103836,CUST-065,Product E,76,15927.95,15428,18,17
2025-07-23,TXN-103837,CUST-019,Product A,36,2417.5,1584,0,7
2025-02-19,TXN-103838,CUST-025,Product N,77,58738.71,31262,0,14
2025-10-25,TXN-103839,CUST-045,Product H,115,98061.95,56810,0,28
2026-05-11,TXN-103840,CUST-055,Product N,233,60176.33,65240,25,8
2026-05-02,TXN-103841,CUST-045,Product B,197,66351.74,44522,15,29
2026-02-13,TXN-103842,CUST-079,Product G,238,62045.86,59024,25,28
2026-01-22,TXN-103843,CUST-003,Product I,125,21805.5,17375,10,35
2026-01-11,TXN-103844,CUST-049,Product C,87,74746.7,40107,0,26
2026-01-09,TXN-103845,CUST-017,Product D,239,113278.52,85801,0,7
2025-03-19,TXN-103846,CUST-059,Product M,137,44631.85,22468,0,5
2026-01-06,TXN-103847,CUST-007,Product L,150,62317.32,42600,15,59
2025-04-27,TXN-103848,CUST-011,Product F,257,192915.83,113851,0,15
2025-02-08,TXN-103849,CUST-054,Product L,54,4047.25,3348,0,5
2025-02-01,TXN-103850,CUST-074,Product I,21,2705.5,2268,20,27
2025-08-02,TXN-103851,CUST-077,Product K,138,88754.79,65136,12,19
2025-07-28,TXN-103852,CUST-046,Product D,168,47198.99,31416,5,20
2025-04-02,TXN-103853,CUST-061,Product J,100,11233.41,9500,15,23
2025-04-04,TXN-103854,CUST-053,Product N,134,34308.15,31624,20,25
2026-02-01,TXN-103855,CUST-003,Product N,150,107798.34,58050,0,41
2025-04-04,TXN-103856,CUST-047,Product H,76,50557.62,34808,15,9
2026-06-15,TXN-103857,CUST-076,Product C,163,56847.43,39283,10,10
2026-05-26,TXN-103858,CUST-019,Product K,70,15163.24,13160,0,5
2026-02-05,TXN-103859,CUST-003,Product K,30,3017.15,2520,15,45
2025-03-30,TXN-103860,CUST-027,Product J,17,8982.21,5542,10,9
2026-05-23,TXN-103861,CUST-008,Product O,63,28757.64,15435,5,55
2025-07-22,TXN-103862,CUST-049,Product D,168,120313.45,84000,5,24
2025-07-25,TXN-103863,CUST-005,Product M,11,1796.15,935,0,53
2025-02-23,TXN-103864,CUST-015,Product I,125,11826.64,9125,20,28
2025-01-04,TXN-103865,CUST-023,Product M,163,143867.13,77751,0,21
2025-08-25,TXN-103866,CUST-024,Product F,147,11547.93,10731,25,24
2025-02-21,TXN-103867,CUST-057,Product J,122,14576.89,7930,5,18
2026-03-11,TXN-103868,CUST-069,Product B,129,84251.18,55986,0,25
2025-01-26,TXN-103869,CUST-067,Product I,47,8812.53,5217,15,7
2025-12-24,TXN-103870,CUST-059,Product N,297,94491.48,57915,10,5
2025-12-22,TXN-103871,CUST-005,Product O,117,17968.29,9009,0,46
2025-08-06,TXN-103872,CUST-064,Product K,130,9153.76,5720,15,11
2026-04-04,TXN-103873,CUST-072,Product J,262,97621.56,49256,0,23
2025-05-08,TXN-103874,CUST-030,Product L,162,23158.7,17982,25,20
2026-02-22,TXN-103875,CUST-052,Product L,187,81480.82,69377,0,30
2026-05-13,TXN-103876,CUST-064,Product G,250,148299.17,98250,20,20
2026-02-12,TXN-103877,CUST-053,Product N,69,39463.34,25944,5,12
2026-03-19,TXN-103878,CUST-012,Product I,274,178748.32,104120,0,28
2026-02-11,TXN-103879,CUST-076,Product O,87,46310.92,23925,0,10
2025-07-08,TXN-103880,CUST-002,Product G,226,72346.42,59212,20,53
2025-07-19,TXN-103881,CUST-022,Product H,208,29733.83,17264,12,10
2025-01-01,TXN-103882,CUST-073,Product H,154,75181.08,51898,12,22
2025-04-19,TXN-103883,CUST-060,Product C,170,50090.65,36380,18,9
2026-03-21,TXN-103884,CUST-025,Product F,258,67709.76,60372,20,22
2026-01-14,TXN-103885,CUST-038,Product L,277,20446.83,14404,0,8
2026-03-28,TXN-103886,CUST-025,Product B,203,49415.35,42224,25,23
2025-03-13,TXN-103887,CUST-051,Product N,76,44915.09,25992,12,16
2025-04-06,TXN-103888,CUST-040,Product I,277,89424.69,73405,0,21
2026-03-15,TXN-103889,CUST-001,Product A,33,27324.98,16038,0,57
2025-07-08,TXN-103890,CUST-067,Product E,143,86007.54,49192,0,19
2026-05-19,TXN-103891,CUST-019,Product F,242,26465.57,15730,0,23
2025-07-20,TXN-103892,CUST-044,Product A,68,11082.03,6256,0,25
2025-01-14,TXN-103893,CUST-064,Product B,264,117866.78,63360,0,13
2025-06-25,TXN-103894,CUST-045,Product J,16,5034.26,3920,25,9
2025-07-05,TXN-103895,CUST-027,Product C,121,56498.4,57475,25,8
2025-01-17,TXN-103896,CUST-026,Product G,91,43614.37,44863,18,5
2025-05-20,TXN-103897,CUST-055,Product M,138,67237.1,60996,15,9
2025-09-23,TXN-103898,CUST-037,Product L,298,96614.48,80758,18,5
2025-12-01,TXN-103899,CUST-040,Product H,52,35949.54,23556,10,17
2026-01-12,TXN-103900,CUST-033,Product O,213,122372.94,82431,18,6
2026-01-25,TXN-103901,CUST-033,Product I,257,135976.02,113851,10,16
2025-08-13,TXN-103902,CUST-055,Product E,174,73115.23,71340,15,22
2026-03-05,TXN-103903,CUST-065,Product F,268,58370.62,37788,10,11
2025-10-31,TXN-103904,CUST-071,Product I,122,79086.84,46116,12,18
2025-06-13,TXN-103905,CUST-051,Product N,218,135598.97,101588,15,14
2026-06-15,TXN-103906,CUST-061,Product F,128,14551.51,15104,18,16
2026-06-22,TXN-103907,CUST-032,Product H,7,3621.1,2100,10,10
2026-02-23,TXN-103908,CUST-039,Product M,292,67792.28,44092,10,12
2026-03-17,TXN-103909,CUST-004,Product J,177,120765.26,85491,12,59
2025-11-09,TXN-103910,CUST-077,Product F,35,15643.52,7840,0,10
2025-10-03,TXN-103911,CUST-007,Product G,242,53201,30008,0,49
2025-07-21,TXN-103912,CUST-073,Product E,93,62883.67,39804,5,6
2026-04-24,TXN-103913,CUST-076,Product H,121,79231.4,50578,0,15
2025-10-04,TXN-103914,CUST-031,Product K,181,116168.46,68961,0,22
2025-01-30,TXN-103915,CUST-015,Product B,220,30555.93,24200,12,16
2025-02-09,TXN-103916,CUST-039,Product K,72,49183.75,28224,0,15
2025-01-24,TXN-103917,CUST-044,Product K,99,37830.35,32373,5,12
2025-03-08,TXN-103918,CUST-029,Product C,242,109066.73,83490,5,29
2026-05-19,TXN-103919,CUST-015,Product J,174,28795.99,23664,0,9
2025-09-02,TXN-103920,CUST-052,Product K,185,72591.73,61790,0,16
2025-07-09,TXN-103921,CUST-056,Product O,240,120873.62,109920,20,26
2026-01-25,TXN-103922,CUST-007,Product O,98,76085.57,44296,0,51
2026-01-08,TXN-103923,CUST-045,Product H,119,42642.78,36890,12,14
2025-12-17,TXN-103924,CUST-078,Product B,137,89173.11,49731,0,25
2025-03-24,TXN-103925,CUST-039,Product J,123,25425.69,25215,18,16
2026-01-02,TXN-103926,CUST-054,Product F,117,70432.98,45864,0,9
2026-05-01,TXN-103927,CUST-026,Product C,283,135984.98,133576,18,12
2026-03-29,TXN-103928,CUST-012,Product E,202,35517.06,17776,0,26
2025-11-22,TXN-103929,CUST-055,Product N,248,112790.01,57288,0,13
2025-04-14,TXN-103930,CUST-016,Product C,222,15216.52,11988,20,21
2026-03-29,TXN-103931,CUST-055,Product G,86,6672.46,4042,0,23
2025-08-28,TXN-103932,CUST-080,Product B,225,40665,36675,5,24
2025-12-11,TXN-103933,CUST-040,Product B,228,150697.42,95988,0,15
2025-02-03,TXN-103934,CUST-070,Product L,173,88793.68,70757,25,9
2025-05-09,TXN-103935,CUST-023,Product O,219,77965.93,58035,0,29
2025-08-09,TXN-103936,CUST-068,Product E,122,81750.57,56486,20,6
2025-11-12,TXN-103937,CUST-020,Product I,181,150529.88,85975,10,6
2025-05-29,TXN-103938,CUST-019,Product F,129,44345.38,31605,0,22
2025-06-29,TXN-103939,CUST-061,Product M,126,16100.37,11844,0,16
2026-01-15,TXN-103940,CUST-009,Product H,198,53960.37,55044,25,38
2025-12-06,TXN-103941,CUST-025,Product E,17,9011.81,7191,10,7
2026-06-18,TXN-103942,CUST-079,Product N,108,47826.74,40068,15,16
2025-08-19,TXN-103943,CUST-075,Product O,48,27980.66,23664,0,20
2026-05-11,TXN-103944,CUST-075,Product B,59,14003.04,12036,0,8
2026-04-24,TXN-103945,CUST-009,Product J,69,27830.72,16491,12,49
2025-08-07,TXN-103946,CUST-019,Product N,87,27616.14,26100,15,26
2025-03-27,TXN-103947,CUST-080,Product L,32,19858.9,13248,5,9
2025-06-10,TXN-103948,CUST-042,Product B,286,70621.01,47476,0,19
2025-08-12,TXN-103949,CUST-004,Product K,240,113895.29,62880,0,46
2025-05-21,TXN-103950,CUST-057,Product J,268,159874.38,104252,0,25
2025-10-27,TXN-103951,CUST-033,Product F,46,20018.11,10626,0,13
2025-11-22,TXN-103952,CUST-017,Product A,10,9034.43,4540,0,29
2026-01-22,TXN-103953,CUST-079,Product L,271,57826.7,44444,20,6
2025-08-07,TXN-103954,CUST-022,Product L,163,86163.28,59658,0,24
2025-11-20,TXN-103955,CUST-031,Product I,209,101782.98,56639,0,25
2025-02-18,TXN-103956,CUST-035,Product E,9,5412.11,3141,5,18
2026-04-16,TXN-103957,CUST-019,Product K,183,47268.28,35136,20,12
2026-03-11,TXN-103958,CUST-071,Product I,263,26416.15,23407,5,26
2025-05-16,TXN-103959,CUST-013,Product H,93,7409.06,7068,12,12
2025-09-08,TXN-103960,CUST-021,Product E,197,15333.39,13790,10,9
2025-01-03,TXN-103961,CUST-047,Product B,125,67074.48,39250,0,30
2025-08-30,TXN-103962,CUST-010,Product C,21,14006.08,9114,5,59
2026-02-01,TXN-103963,CUST-029,Product I,67,42327.39,27470,15,18
2025-01-10,TXN-103964,CUST-062,Product D,280,158927.85,92120,0,12
2026-01-25,TXN-103965,CUST-040,Product J,11,4097.85,3058,25,25
2026-05-13,TXN-103966,CUST-046,Product G,251,39999.13,33634,0,9
2025-03-24,TXN-103967,CUST-002,Product E,56,24045.53,24584,18,49
2025-04-27,TXN-103968,CUST-069,Product G,128,36850.76,22656,0,24
2025-11-25,TXN-103969,CUST-048,Product B,97,17925.15,14550,20,7
2025-04-23,TXN-103970,CUST-047,Product O,46,20380.73,16468,10,13
2026-01-08,TXN-103971,CUST-044,Product G,246,40594.92,27552,12,17
2025-04-28,TXN-103972,CUST-031,Product J,100,41170.41,27200,0,19
2026-04-02,TXN-103973,CUST-065,Product L,64,35965.38,25088,20,18
2025-05-25,TXN-103974,CUST-014,Product N,222,50657.24,36186,15,9
2026-02-16,TXN-103975,CUST-004,Product M,200,126581.43,87400,5,46
2026-01-08,TXN-103976,CUST-068,Product H,111,30016.88,30414,20,20
2025-10-21,TXN-103977,CUST-037,Product N,28,5838.24,3472,5,26
2026-01-25,TXN-103978,CUST-023,Product B,159,47209.69,30528,15,20
2026-03-11,TXN-103979,CUST-010,Product D,116,6506.8,4640,0,60
2026-04-14,TXN-103980,CUST-048,Product G,54,29556.9,21060,0,10
2025-10-30,TXN-103981,CUST-054,Product I,121,15594.44,11737,20,11
2026-03-02,TXN-103982,CUST-041,Product E,250,21009.76,13250,15,17
2026-02-01,TXN-103983,CUST-049,Product J,266,140547.94,76342,5,22
2025-08-25,TXN-103984,CUST-078,Product A,19,4565.51,3458,18,25
2025-08-22,TXN-103985,CUST-074,Product G,121,78106.69,47553,12,10
2025-05-29,TXN-103986,CUST-008,Product M,63,33143.44,23814,18,47
2025-12-04,TXN-103987,CUST-007,Product J,119,23612.29,21777,10,47
2025-05-29,TXN-103988,CUST-017,Product J,53,6919.17,4293,0,21
2025-06-10,TXN-103989,CUST-012,Product E,250,40963.22,25750,0,22
2025-04-27,TXN-103990,CUST-043,Product H,210,76782.16,78330,18,26
2026-04-04,TXN-103991,CUST-062,Product I,271,103980.49,101625,25,14
2026-04-05,TXN-103992,CUST-014,Product J,34,8795.67,6834,0,20
2025-05-08,TXN-103993,CUST-054,Product B,147,77398.92,46893,12,16
2026-06-14,TXN-103994,CUST-002,Product L,53,28705.81,17119,0,48
2025-03-20,TXN-103995,CUST-053,Product H,113,66081.2,41019,12,12
2025-04-07,TXN-103996,CUST-060,Product G,107,45800.3,49648,25,16
2025-12-27,TXN-103997,CUST-014,Product H,96,64815.76,40416,15,18
2025-11-09,TXN-103998,CUST-065,Product J,215,40641.06,32465,20,7
2025-04-01,TXN-103999,CUST-075,Product J,113,49102.13,34917,25,23
2025-02-24,TXN-104000,CUST-027,Product G,276,60135.03,34500,0,25
2025-01-14,TXN-104001,CUST-025,Product H,44,19904.02,11352,12,30
2025-06-25,TXN-104002,CUST-054,Product B,204,54324.46,31212,5,8
2025-09-05,TXN-104003,CUST-035,Product B,245,143626.19,86730,12,23
2025-02-07,TXN-104004,CUST-032,Product M,28,9623.61,5544,0,20
2025-06-17,TXN-104005,CUST-043,Product J,187,88686.49,79101,20,21
2025-08-19,TXN-104006,CUST-076,Product F,220,143256.59,101200,25,22
2025-05-07,TXN-104007,CUST-078,Product C,251,157061.02,119225,5,25
2025-06-07,TXN-104008,CUST-014,Product C,169,127830.93,73853,12,19
2025-10-06,TXN-104009,CUST-033,Product B,99,32959.16,20295,0,20
2026-03-08,TXN-104010,CUST-025,Product O,96,16658.89,9024,0,17
2025-02-08,TXN-104011,CUST-034,Product B,282,69009.03,68244,25,16
2025-09-22,TXN-104012,CUST-041,Product B,111,73999.66,45510,10,12
2025-04-07,TXN-104013,CUST-032,Product F,204,41806.81,30804,25,5
2026-04-27,TXN-104014,CUST-080,Product J,209,96364.94,63954,12,6
2026-03-15,TXN-104015,CUST-069,Product L,161,51610.84,36225,25,19
2025-05-19,TXN-104016,CUST-078,Product K,147,53606.02,60711,25,10
2025-04-21,TXN-104017,CUST-043,Product H,252,158154.35,91980,5,25
2025-04-06,TXN-104018,CUST-028,Product G,210,72102.26,63000,5,24
2026-04-27,TXN-104019,CUST-016,Product D,224,71294.75,60704,0,20
2025-08-20,TXN-104020,CUST-040,Product L,155,12209.01,6975,0,9
2025-06-25,TXN-104021,CUST-013,Product K,92,64526.7,38272,10,27
2026-06-22,TXN-104022,CUST-032,Product O,122,86721.92,55510,15,10
2025-08-29,TXN-104023,CUST-070,Product G,165,62296.46,32505,0,8
2025-11-14,TXN-104024,CUST-035,Product E,142,20068.4,17892,20,9
2025-02-01,TXN-104025,CUST-001,Product C,148,39481.41,24420,12,57
2025-11-12,TXN-104026,CUST-016,Product H,215,82225.43,47085,0,26
2026-06-12,TXN-104027,CUST-002,Product G,38,10904.96,8056,10,54
2025-10-19,TXN-104028,CUST-070,Product B,163,51895.65,47759,25,24
2025-03-08,TXN-104029,CUST-018,Product O,103,30598.66,28737,10,14
2025-11-29,TXN-104030,CUST-050,Product B,33,19036.75,9900,0,7
2025-03-14,TXN-104031,CUST-035,Product A,107,23923.96,21614,25,10
2025-06-29,TXN-104032,CUST-056,Product A,94,20294.08,15322,15,23
2026-03-10,TXN-104033,CUST-030,Product J,93,46126.39,40548,12,12
2026-01-28,TXN-104034,CUST-070,Product B,296,61112.5,49728,0,30
2025-07-16,TXN-104035,CUST-040,Product J,13,9677.46,6071,5,9
2025-10-15,TXN-104036,CUST-023,Product K,81,15068.19,15390,15,21
2025-07-12,TXN-104037,CUST-067,Product E,214,34865.04,29318,10,22
2025-08-24,TXN-104038,CUST-068,Product D,136,30811.43,19856,0,17
2026-03-23,TXN-104039,CUST-047,Product O,135,56137.96,55890,15,30
2025-10-22,TXN-104040,CUST-050,Product C,150,44296.91,25050,0,24
2025-05-17,TXN-104041,CUST-027,Product I,173,39089.34,37195,10,15
2025-01-23,TXN-104042,CUST-067,Product J,182,35423.05,22386,20,30
2026-01-18,TXN-104043,CUST-002,Product J,144,115005.46,70560,18,42
2026-03-14,TXN-104044,CUST-077,Product M,221,51368.56,40885,12,8
2026-04-27,TXN-104045,CUST-071,Product G,173,14692.71,10726,0,21
2025-07-26,TXN-104046,CUST-044,Product A,24,12795.23,10320,25,13
2025-05-20,TXN-104047,CUST-037,Product I,265,86624.74,72345,10,28
2026-02-16,TXN-104048,CUST-058,Product K,198,100711.73,60192,15,23
2025-09-22,TXN-104049,CUST-003,Product H,13,4633.62,3237,18,48
2025-02-22,TXN-104050,CUST-011,Product B,138,75304.91,49404,0,5
2025-08-09,TXN-104051,CUST-014,Product M,273,70744.04,47229,18,15
2026-02-06,TXN-104052,CUST-001,Product H,188,63760.24,47752,12,55
2025-12-13,TXN-104053,CUST-013,Product B,282,183501.67,116184,0,17
2026-05-19,TXN-104054,CUST-027,Product K,154,43387.27,26642,0,14
2025-08-01,TXN-104055,CUST-036,Product F,227,120516.84,75818,0,15
2025-01-18,TXN-104056,CUST-030,Product K,176,86981.57,77440,25,20
2025-12-18,TXN-104057,CUST-023,Product E,28,5084.6,3052,10,30
2026-03-22,TXN-104058,CUST-022,Product B,246,149927.26,114390,25,15
2026-04-02,TXN-104059,CUST-008,Product B,158,14802.93,9006,12,56
2025-09-04,TXN-104060,CUST-055,Product I,170,118550.66,82620,18,28
2025-06-26,TXN-104061,CUST-010,Product M,197,142471.97,95939,20,55
2026-02-26,TXN-104062,CUST-032,Product M,132,51157.22,40128,25,29
2026-02-21,TXN-104063,CUST-026,Product N,291,142943.18,140844,15,15
2026-06-09,TXN-104064,CUST-003,Product F,118,10188.33,5782,0,59
2025-03-23,TXN-104065,CUST-077,Product N,77,27937.76,20328,15,15
2025-03-28,TXN-104066,CUST-048,Product M,111,6376.65,4440,20,9
2026-05-17,TXN-104067,CUST-007,Product H,184,68295.73,56672,18,41
2026-02-01,TXN-104068,CUST-055,Product F,217,28303.25,24955,5,11
2025-09-17,TXN-104069,CUST-052,Product E,149,33432.69,22052,10,21
2026-01-22,TXN-104070,CUST-020,Product L,130,25614.45,20670,0,11
2025-08-16,TXN-104071,CUST-007,Product F,230,110097.38,89010,18,49
2025-08-14,TXN-104072,CUST-046,Product N,68,46148.23,33524,10,19
2026-04-18,TXN-104073,CUST-050,Product O,224,49428.28,28672,0,12
2026-02-06,TXN-104074,CUST-079,Product H,280,78047.31,56000,20,22
2026-05-16,TXN-104075,CUST-079,Product N,258,72154.23,45150,12,13
2025-10-21,TXN-104076,CUST-018,Product K,127,38735.46,23622,12,23
2025-12-29,TXN-104077,CUST-004,Product N,102,43974.79,27336,10,59
2025-09-03,TXN-104078,CUST-037,Product H,204,70077,56712,18,5
2025-09-29,TXN-104079,CUST-054,Product N,81,6654.77,4131,18,19
2025-12-30,TXN-104080,CUST-039,Product B,162,81150.06,55890,5,7
2025-03-19,TXN-104081,CUST-008,Product F,246,133925.62,106272,5,54
2025-03-01,TXN-104082,CUST-036,Product M,21,10228.58,7749,25,28
2025-02-04,TXN-104083,CUST-020,Product M,214,58617.63,49220,20,12
2025-10-25,TXN-104084,CUST-055,Product L,139,35701.71,29885,12,16
2025-09-09,TXN-104085,CUST-053,Product F,97,25966.49,13774,0,18
2025-02-02,TXN-104086,CUST-060,Product K,11,9353.71,5291,10,5
2025-03-22,TXN-104087,CUST-075,Product B,35,17804.24,14560,10,29
2026-01-06,TXN-104088,CUST-065,Product N,220,15861.83,17380,25,23
2026-02-13,TXN-104089,CUST-041,Product N,165,16355.41,13365,0,21
2025-08-09,TXN-104090,CUST-055,Product L,234,170918.96,103662,15,7
2025-11-16,TXN-104091,CUST-066,Product L,161,69034.42,45080,0,25
2026-02-23,TXN-104092,CUST-075,Product I,254,91501.46,97028,18,18
2026-02-14,TXN-104093,CUST-003,Product K,201,91782.51,64320,25,58
2026-01-17,TXN-104094,CUST-076,Product L,73,18643.34,16644,25,16
2025-01-18,TXN-104095,CUST-030,Product I,39,11806.54,7059,5,5
2025-07-04,TXN-104096,CUST-003,Product J,100,39938.49,29400,10,45
2025-10-12,TXN-104097,CUST-055,Product N,251,105621.09,97388,20,10
2025-06-09,TXN-104098,CUST-012,Product B,134,12563.64,9112,5,22
2026-02-02,TXN-104099,CUST-032,Product G,21,5298.4,4137,18,11
2025-04-03,TXN-104100,CUST-022,Product E,237,154024.51,98355,12,13
2026-04-12,TXN-104101,CUST-042,Product E,159,88047.65,73617,5,24
2025-09-26,TXN-104102,CUST-029,Product E,57,5309.26,2736,0,30
2026-06-01,TXN-104103,CUST-069,Product H,120,81816.85,56280,0,28
2026-02-21,TXN-104104,CUST-039,Product G,163,121681.63,78729,18,8
2025-07-28,TXN-104105,CUST-002,Product B,109,28557.3,24743,5,39
2025-12-30,TXN-104106,CUST-041,Product I,196,32126.6,27440,15,22
2025-03-22,TXN-104107,CUST-047,Product F,112,62399.49,40096,20,25
2025-06-21,TXN-104108,CUST-044,Product L,65,26836.41,18850,12,24
2025-03-01,TXN-104109,CUST-022,Product M,300,129681.43,92100,0,22
2026-01-20,TXN-104110,CUST-049,Product F,189,136217.06,85617,0,19
2025-12-20,TXN-104111,CUST-076,Product M,96,23145.57,14400,0,12
2025-11-15,TXN-104112,CUST-008,Product I,297,41264.94,25542,0,41
